,FUENTE INFO,NOMBRE ANFITRION,TIEMPO DE RESPUESTA,TASA DE ACEPTACION,SUPERANFITRION,TIPO DE PROPIEDAD,TIPO DE CUARTO,AMENIDADES,TIENE DISPONIBILIDAD,RESERVA INSTANTANEA,ID ANUNCIIO,TASA DE RESPUESTA,CANTIDAD ANUNCIOS,CANTIDAD TOTAL ANUNCIOS,LATITUD,LONGITUD,CAPACIDAD,BAÑOS,DORMITORIOS,CAMAS,PRECIO,NOCHES MINIMAS,NOCHES MAXIMAS,MINIMO NOCHES MINIMAS,MAXIMO NOCHES MINIMAS,MINIMO NOCHES MAXIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MINIMAS,PROMEDIO NOCHES MAXIMAS,DISPONIBILIDAD 30D,DISPONIBILIDAD 60D,DISPONIBILIDAD 90D,DISPONIBILIDAD 365D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 12M,PUNTAJE RATING,PUNTAJE PRECISION,PUNTAJE LIMPIEZA,PUNTAJE CHECKIN,PUNTAJE COMUNICACION,PUNTAJE UBICACION,PUNTAJE VALOR,ANUNCIOS ANFITRION,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION PRIVADA,REVIEWS POR MES,FECHA INICIO ANFITRION
0,city scrape,Noelle,within a few hours,88%,f,Private room in rental unit,Private room,"[""Hair dryer"", ""Bathtub"", ""Stove"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Hangers"", ""TV with standard cable"", ""Paid washer \u2013 In building"", ""Iron"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Heating"", ""Shared hot tub"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Wifi""]",t,f,42515,100.0,1.0,1.0,46.20198,6.15672,1.0,1.1,1.0,1.0,89.0,3.0,1125.0,3.0,3.0,1125,1125,3.0,1125.0,28,58,88,363,10.2,6.0,4.74,4.73,4.78,4.86,4.84,4.85,4.55,1.0,0.0,1.0,0.49,2010-07-30
1,city scrape,Mike,within an hour,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Lake access"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Free dryer \u2013 In unit"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Smoke alarm"", ""Host greets you"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Hot water"", ""Shampoo"", ""Wifi""]",t,t,203997,100.0,6.0,12.0,46.19964,6.1558,2.0,1.0,1.0,0.0,130.0,5.0,730.0,5.0,5.0,1125,1125,5.0,1125.0,11,41,65,65,10.2,6.0,4.91,4.98,4.89,4.97,4.99,4.96,4.81,2.0,2.0,0.0,0.6,2011-08-21
2,city scrape,Gaby,within an hour,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Outdoor furniture"", ""BBQ grill"", ""Indoor fireplace"", ""Dishes and silverware"", ""Kitchen"", ""Fireplace guards"", ""Essentials"", ""Baking sheet"", ""Dining table"", ""Dedicated workspace"", ""Portable fans"", ""High chair"", ""Bed linens"", ""Hangers"", ""Free dryer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Fire pit"", ""Paid parking off premises"", ""Clothing storage: closet and dresser"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""Body soap"", ""Baby safety gates"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Shared beach access"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Heating"", ""Baby bath"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Hot water"", ""TV"", ""Free washer \u2013 In building"", ""Wifi""]",t,f,276025,100.0,2.0,2.0,46.2,6.16833,3.0,1.0,1.0,1.4,70.0,7.0,360.0,7.0,7.0,1125,1125,7.0,1125.0,2,2,2,156,10.2,4.0,4.64,4.7,4.74,4.88,4.89,4.77,4.68,1.0,1.0,0.0,0.78,2011-11-25
3,city scrape,Mike,within an hour,100%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Paid parking off premises"", ""40 inch HDTV with standard cable"", ""Smoke alarm"", ""Oven"", ""Electric stove"", ""Fire extinguisher"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Shampoo"", ""Cooking basics"", ""Hot water"", ""Courtyard view"", ""Wifi"", ""Self check-in""]",t,t,338682,100.0,6.0,12.0,46.20708,6.15545,2.0,1.1,1.0,1.0,133.0,5.0,365.0,3.0,5.0,1125,1125,5.0,1125.0,13,13,22,22,10.2,5.0,4.82,4.86,4.76,4.9,4.89,4.87,4.7,2.0,2.0,0.0,0.77,2011-08-21
4,city scrape,Oscar,within an hour,89%,t,Private room in rental unit,Private room,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Stove"", ""Washer"", ""Wine glasses"", ""Outdoor furniture"", ""Dishes and silverware"", ""Kitchen"", ""Smoking allowed"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Window guards"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: wardrobe"", ""Paid parking off premises"", ""Outdoor dining area"", ""Host greets you"", ""Outdoor playground"", ""Patio or balcony"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Free street parking"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Sun loungers"", ""Paid parking on premises"", ""Single level home"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",t,f,399388,100.0,2.0,3.0,46.18904,6.13908,2.0,1.0,1.0,1.0,53.0,2.0,1125.0,2.0,2.0,1125,1125,2.0,1125.0,4,4,27,269,57.0,7.0,4.85,4.81,4.88,4.95,4.89,4.7,4.7,2.0,0.0,2.0,0.38,2012-03-23
5,city scrape,Julik,within a day,100%,f,Private room in loft,Private room,"[""Hair dryer"", ""Lake access"", ""Stove"", ""Washer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""City skyline view"", ""Paid parking off premises"", ""Oven"", ""Host greets you"", ""Private living room"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Free street parking"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Shared hot tub"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",t,f,411058,100.0,1.0,3.0,46.21127,6.1454,2.0,1.1,1.0,1.0,125.0,2.0,7.0,2.0,2.0,7,7,2.0,7.0,23,53,83,83,56.0,3.0,4.79,4.84,4.86,4.94,4.96,4.89,4.64,1.0,0.0,1.0,0.43,2012-02-06
6,city scrape,Mark,within an hour,90%,f,Private room in rental unit,Private room,"[""Hair dryer"", ""Fast wifi \u2013 92 Mbps"", ""Lake access"", ""Shared patio or balcony"", ""Indoor fireplace: wood-burning"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Garden view"", ""Electrolux induction stove"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""72 inch HDTV with Amazon Prime Video"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Oven"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Board games"", ""Free street parking"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Shampoo""]",t,t,419631,100.0,2.0,2.0,46.1995,6.17308,2.0,1.1,1.0,1.0,120.0,2.0,14.0,2.0,2.0,1125,1125,2.0,1125.0,28,32,32,32,10.2,4.0,4.94,4.98,5.0,4.99,4.99,4.86,4.91,2.0,1.0,1.0,0.57,2012-04-07
7,city scrape,Enrica,within an hour,73%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Stove"", ""Washer"", ""Carbon monoxide alarm"", ""Indoor fireplace"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Smoke alarm"", ""Oven"", ""Host greets you"", ""Fire extinguisher"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Pocket wifi"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",t,f,626512,100.0,2.0,3.0,46.2114,6.15107,2.0,1.0,1.0,2.0,121.0,2.7,700.0,3.0,2.8,700,700,2.7,700.0,7,7,7,7,52.0,13.0,4.98,4.94,4.96,5.0,4.98,4.83,4.73,1.0,1.0,0.0,0.35,2012-07-31
8,city scrape,Eliora Elena,within an hour,98%,t,Entire rental unit,Entire home/apt,"[""Refrigerator"", ""Essentials"", ""Hot tub"", ""Coffee maker"", ""Elevator"", ""Heating"", ""Self check-in"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Hangers"", ""Lockbox""]",t,f,649023,100.0,1.0,2.0,46.20175,6.14852,2.0,1.0,1.0,1.0,101.0,1.0,21.0,1.0,1.0,1125,1125,1.0,1125.0,20,50,80,168,10.2,2.5,4.91,4.95,4.92,4.97,4.97,4.99,4.85,1.0,1.0,0.0,1.08,2012-05-15
9,city scrape,Jean-Luc,within an hour,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Bio Balance body soap"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Wine glasses"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Pets allowed"", ""Shower gel"", ""44 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, Roku"", ""Dining table"", ""Coffee"", ""Free dryer \u2013 In unit"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""City skyline view"", ""Paid parking off premises"", ""Smoke alarm"", ""Oven"", ""Host greets you"", ""Autre stainless steel electric stove"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",t,f,664917,100.0,4.0,4.0,46.20542,6.12802,2.0,1.0,1.0,2.0,118.0,2.7,730.0,2.6,2.8,1125,1125,2.7,1125.0,28,32,32,32,47.0,2.0,4.89,4.89,4.93,4.96,4.98,4.8,4.76,4.0,4.0,0.0,0.32,2012-08-24
10,previous scrape,Ramon,within an hour,100%,f,Entire rental unit,Entire home/apt,"[""Hot tub"", ""Hair dryer"", ""Hot water kettle"", ""Bathtub"", ""Different kind to choose from / high quality products only body soap"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Mosquito net"", ""Outdoor furniture"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""AC - split type ductless system"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Clothing storage: walk-in closet"", ""Iron"", ""Mountain view"", ""48 inch HDTV with standard cable"", ""City skyline view"", ""Park view"", ""Paid parking off premises"", ""Smoke alarm"", ""Bosch electric stove"", ""Toaster"", ""Host greets you"", ""Refrigerator"", ""Microwave"", ""Free street parking"", ""Cleaning products"", ""Extra pillows and blankets"", ""Single level home"", ""Lake view"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",t,f,693976,89.3,1.0,3.0,46.21716,6.13978,1.0,1.2,1.0,1.6,153.8,2.0,5.0,2.0,2.0,5,5,2.0,5.0,0,0,0,0,51.0,0.0,4.9,4.76,4.94,4.88,4.98,4.78,4.8,1.0,1.0,0.0,0.34,2012-09-12
11,previous scrape,Jean-Luc,within an hour,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Iron"", ""Elevator"", ""Free street parking"", ""Pets allowed"", ""Heating"", ""Dryer"", ""Washer"", ""Wifi"", ""Kitchen"", ""Hangers"", ""TV with standard cable""]",t,t,699903,100.0,4.0,4.0,46.2067,6.12949,2.0,1.2,1.0,1.6,153.8,2.7,1000.0,2.6,2.8,1125,1125,2.7,1125.0,29,59,89,89,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,0.07,2012-08-24
12,city scrape,Karl,within a few hours,0%,f,Entire rental unit,Entire home/apt,"[""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Washer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""TV with standard cable"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Free parking on premises"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Backyard"", ""Dryer"", ""Cooking basics"", ""Wifi""]",t,f,703260,100.0,1.0,3.0,46.2057,6.1824,4.0,1.1,1.0,2.0,175.0,2.0,360.0,2.0,2.0,360,360,2.0,360.0,17,47,77,352,23.0,0.0,4.87,5.0,4.96,4.91,4.96,4.87,4.91,1.0,1.0,0.0,0.17,2012-04-04
13,city scrape,Louis,within an hour,100%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""43 inch HDTV with standard cable"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Wine glasses"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Induction stove"", ""Toaster"", ""Body soap"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Pocket wifi"", ""Cleaning products"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",t,f,706264,100.0,1.0,1.0,46.211998,6.150082,4.0,1.0,1.0,2.0,137.0,4.0,60.0,1.0,4.0,1125,1125,4.0,1125.0,6,24,54,268,10.2,5.0,4.77,4.8,4.81,4.86,4.84,4.84,4.66,1.0,1.0,0.0,1.0,2012-09-20
14,previous scrape,Lucia,within a day,93%,t,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Freezer"", ""Books and reading material"", ""Laundromat nearby"", ""Wine glasses"", ""Outdoor furniture"", ""Private entrance"", ""Breakfast"", ""Central heating"", ""Dishes and silverware"", ""Free washer \u2013 In building"", ""Kitchen"", ""Babysitter recommendations"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Ethernet connection"", ""Ceiling fan"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Free dryer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage"", ""Paid parking off premises"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Board games"", ""Pocket wifi"", ""Cleaning products"", ""Extra pillows and blankets"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",t,t,728403,100.0,4.0,12.0,46.21404,6.12431,4.0,1.2,1.0,1.6,153.8,1.0,1125.0,1.0,1.0,1125,1125,1.0,1125.0,0,0,0,0,54.0,0.0,4.74,4.81,4.96,4.8,4.94,4.63,4.61,4.0,1.0,0.4,0.36,2012-10-06
15,city scrape,First,within a day,13%,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""Elevator"", ""Crib"", ""Heating"", ""Dryer"", ""Washer"", ""Game console"", ""Shampoo"", ""Wifi"", ""Exterior security cameras on property"", ""Kitchen"", ""High chair"", ""Hangers"", ""TV with standard cable""]",t,f,741176,89.3,4.0,7.0,46.19788,6.13691,4.0,1.1,1.0,3.0,125.9,4.0,365.0,4.0,4.0,365,365,4.0,365.0,30,60,90,365,24.0,0.0,4.8,4.71,4.83,4.63,4.9,4.71,4.33,4.0,4.0,0.0,0.17,2012-09-14
16,city scrape,Maysoon,within a few hours,67%,f,Entire rental unit,Entire home/apt,"[""Keypad"", ""Essentials"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Iron"", ""Elevator"", ""Heating"", ""Self check-in"", ""Stove"", ""Washer"", ""Hot water"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Indoor fireplace"", ""Kitchen"", ""Dedicated workspace""]",t,f,751882,100.0,2.0,5.0,46.20234,6.1621,4.0,1.1,1.0,2.0,185.0,3.0,1125.0,3.0,3.0,1125,1125,3.0,1125.0,29,59,89,364,10.2,0.0,4.8,4.8,4.8,4.69,4.67,4.85,4.28,2.0,1.0,1.0,0.62,2011-07-04
17,city scrape,Maysoon,within a few hours,67%,f,Private room in rental unit,Private room,"[""Essentials"", ""Elevator"", ""Heating"", ""Shared hot tub"", ""HDTV with DVD player"", ""Stove"", ""Washer"", ""Shampoo"", ""Wifi"", ""Indoor fireplace"", ""Kitchen"", ""Dedicated workspace""]",t,f,751941,100.0,2.0,5.0,46.20282,6.16197,2.0,1.1,1.0,0.0,80.0,1.0,1125.0,1.0,1.0,1125,1125,1.0,1125.0,30,60,90,365,10.2,2.0,4.5,4.58,4.58,4.7,4.82,4.82,4.53,2.0,1.0,1.0,0.64,2011-07-04
18,previous scrape,Lise & Olivier,within a few hours,67%,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Hair dryer"", ""Smoking allowed"", ""Iron"", ""Elevator"", ""Pets allowed"", ""Long term stays allowed"", ""Heating"", ""Paid parking on premises"", ""Paid parking off premises"", ""Washer"", ""Shampoo"", ""Wifi"", ""Beach access \u2013 Beachfront"", ""Kitchen"", ""Hangers""]",t,f,765191,89.3,1.0,4.0,46.20513,6.16157,4.0,1.2,1.0,1.6,153.8,2.0,30.0,2.0,2.0,30,30,2.0,30.0,0,0,0,0,26.0,0.0,4.58,4.72,4.76,4.96,4.96,4.76,4.72,1.0,1.0,0.0,0.21,2012-11-01
19,city scrape,Dave,within an hour,100%,t,Entire loft,Entire home/apt,"[""Hair dryer"", ""Conditioner"", ""Waterfront"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Portable air conditioning"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Exercise equipment: free weights"", ""Keypad"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Coffee maker: Nespresso"", ""Dining table"", ""Paid parking lot off premises"", ""Coffee"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Electrolux double oven"", ""Clothing storage: walk-in closet"", ""Iron"", ""Fast wifi \u2013 108 Mbps"", ""Sonos sound system"", ""Mountain view"", ""Drying rack for clothing"", ""City skyline view"", ""Self check-in"", ""Smoke alarm"", ""Siemens refrigerator"", ""Toaster"", ""Theme room"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Cleaning products"", ""Extra pillows and blankets"", ""50 inch HDTV with Netflix, Amazon Prime Video, standard cable, Chromecast, Disney+, Apple TV, Fire TV"", ""Single level home"", ""Cooking basics"", ""Electrolux electric stove"", ""Hot water"", ""Shampoo"", ""River view"", ""Room-darkening shades""]",t,f,766186,100.0,1.0,1.0,46.20146,6.13148,4.0,1.0,1.0,2.0,155.0,2.0,1125.0,2.0,2.0,1125,1125,2.0,1125.0,2,13,16,45,10.2,2.5,4.91,4.94,4.88,4.94,4.94,4.79,4.76,1.0,1.0,0.0,1.59,2012-10-27
20,city scrape,Lucia,within a day,93%,t,Private room in rental unit,Private room,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Hot water kettle"", ""Stove"", ""Laundromat nearby"", ""Wine glasses"", ""Breakfast"", ""Private entrance"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Smoking allowed"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Clothing storage: dresser"", ""Paid washer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Paid dryer \u2013 In building"", ""Host greets you"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Single level home"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",t,f,775934,100.0,4.0,12.0,46.2116,6.12765,1.0,1.1,1.0,1.0,53.0,2.7,31.0,2.6,2.8,31,31,2.7,31.0,30,60,90,180,27.0,1.0,4.59,4.59,4.74,4.63,4.78,4.59,4.52,4.0,1.0,0.4,0.19,2012-10-06
21,previous scrape,Lucas,within an hour,83%,f,Entire condo,Entire home/apt,"[""Hair dryer"", ""Private backyard"", ""Long term stays allowed"", ""Lake access"", ""Bathtub"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Private entrance"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Shower gel"", ""Ethernet connection"", ""Exterior security cameras on property"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""High chair"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Paid parking off premises"", ""Smoke alarm"", ""Oven"", ""Body soap"", ""Outdoor dining area"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Heating"", ""Children\u2019s books and toys"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",t,f,800449,100.0,2.0,5.0,46.20442,6.12666,5.0,1.2,1.0,1.6,153.8,3.0,40.0,3.0,3.0,40,40,3.0,40.0,0,0,0,0,30.0,6.0,4.8,4.93,4.83,4.76,4.9,4.66,4.55,1.0,1.0,0.0,0.21,2012-11-22
22,city scrape,Ruth,within an hour,83%,f,Entire rental unit,Entire home/apt,"[""Essentials"", ""Hair dryer"", ""Iron"", ""Lake access"", ""TV"", ""Air conditioning"", ""Shampoo"", ""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Free parking on premises""]",t,f,899661,89.3,1.0,1.0,46.2,6.14957,2.0,1.0,1.0,1.0,220.0,2.7,363.0,2.6,2.8,363,363,2.7,363.0,0,0,0,242,1.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.0,0.05,2013-01-29
23,city scrape,Pierre,within an hour,99%,f,Entire rental unit,Entire home/apt,"[""Paid parking garage off premises"", ""Hair dryer"", ""Paid parking garage on premises \u2013 1 space"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Building staff"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Pets allowed"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Shower gel"", ""Changing table"", ""Dining table"", ""Sony  sound system with aux"", ""Dedicated workspace"", ""Ethernet connection"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""Microwave"", ""Board games"", ""Free street parking"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Shampoo"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Courtyard view"", ""Wifi"", ""Self check-in"", ""Blender"", ""Room-darkening shades""]",t,f,909957,100.0,10.0,12.0,46.20508,6.13086,5.0,1.0,1.0,1.4,130.0,2.7,1125.0,2.6,2.8,1125,1125,2.7,1125.0,0,4,34,309,10.2,1.0,4.56,4.72,4.76,4.7,4.75,4.57,4.53,3.0,3.0,0.0,0.7,2010-12-23
24,city scrape,Claris,a few days or more,49%,f,Entire rental unit,Entire home/apt,"[""Hair dryer"", ""Lake access"", ""Washer"", ""Private hot tub"", ""Dishes and silverware"", ""Kitchen"", ""Keypad"", ""Essentials"", ""Elevator"", ""Dedicated workspace"", ""High chair"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Oven"", ""Patio or balcony"", ""Refrigerator"", ""Dishwasher"", ""Free street parking"", ""Crib"", ""Heating"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Self check-in""]",t,f,914760,94.8,6.0,6.0,46.19201,6.15662,4.0,1.0,1.0,1.0,150.0,7.0,365.0,7.0,7.0,365,365,7.0,365.0,19,19,45,270,13.0,0.0,4.92,4.92,4.85,4.62,4.69,4.92,4.62,4.0,4.0,0.0,0.09,2013-01-30
